"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET key1288",200,82,110,120,130,150,170,230,270,537
"GET key1289",185,74,110,130,130,160,170,220,240,608
"GET key129",192,87,110,130,130,160,200,240,580,582
"GET key1290",195,82,110,130,140,160,190,220,480,540
"GET key1291",178,85,110,120,130,150,170,210,210,278
"GET key1292",222,73,100,120,130,150,170,200,200,500
"GET key1293",211,86,120,130,130,150,180,220,250,393
"GET key1294",206,84,110,130,140,160,200,500,630,667
"GET key1295",195,85,120,130,150,160,220,500,590,706
"GET key1296",192,88,120,130,140,160,190,300,580,624
"GET key1297",167,86,110,130,140,180,210,280,660,749
"GET key1298",185,81,110,130,140,160,190,510,580,736
"GET key1299",225,76,100,120,140,170,190,230,400,621
"GET key13",192,79,110,130,140,180,200,520,570,633
"GET key130",186,81,100,120,130,160,170,200,240,571
"GET key1300",195,84,120,130,140,170,210,270,620,695
"GET key1301",188,73,110,120,130,150,170,420,520,518
"GET key1302",207,77,110,130,140,160,180,200,200,603
"GET key1303",194,79,110,130,140,160,200,240,510,615
"GET key1304",179,87,120,130,140,160,170,240,450,500
"GET key1305",225,89,110,120,130,160,190,280,550,628
"GET key1306",184,81,100,120,130,140,160,220,560,683
"GET key1307",187,72,99,130,140,160,200,220,590,621
"GET key1308",194,77,110,130,140,170,200,560,600,673
"GET key1309",179,71,120,130,130,170,200,250,500,700
"GET key131",195,88,120,130,140,170,210,500,530,574
"GET key1310",172,82,110,120,130,170,200,230,560,647
"GET key1311",196,71,100,120,130,150,170,210,620,720
"GET key1312",196,79,110,130,130,160,170,230,640,707
"GET key1313",228,80,110,130,140,160,170,260,670,767
"GET key1314",188,82,110,130,140,160,210,500,670,761
"GET key1315",178,91,110,130,140,160,220,570,640,653
"GET key1316",206,87,110,130,150,170,210,530,570,634
"GET key1317",177,81,110,120,130,150,170,200,200,210
"GET key1318",208,84,100,130,140,160,210,230,250,612
"GET key1319",223,78,100,120,130,150,170,210,250,569
"GET key132",185,73,100,120,120,150,170,210,500,667
"GET key1320",197,82,110,120,130,160,210,300,650,702
"GET key1321",192,78,110,130,130,160,180,280,600,638
"GET key1322",194,76,110,120,130,160,190,240,490,534
"GET key1323",203,79,110,130,140,160,190,260,490,699
"GET key1324",204,88,120,130,140,180,210,240,540,663
"GET key1325",189,81,110,130,140,160,190,230,660,709
"GET key1326",207,85,120,130,140,160,180,200,210,673
"GET key1327",205,77,110,120,140,160,190,200,220,325
"GET key1328",179,72,100,120,140,170,200,470,620,642
"GET key1329",203,87,120,130,140,160,190,220,500,769
"GET key133",188,77,110,130,140,160,190,230,250,264
"GET key1330",196,87,120,130,140,170,190,220,600,638
"GET key1331",198,83,110,130,140,160,200,290,510,667
"GET key1332",160,81,110,120,130,160,200,450,570,643
"GET key1333",180,85,110,120,140,160,190,210,510,672
"GET key1334",196,87,120,130,140,170,180,200,560,614
"GET key1335",248,92,120,140,150,170,210,480,510,643
"GET key1336",191,77,110,120,130,150,170,500,570,600
"GET key1337",171,83,100,120,140,150,200,230,250,500
"GET key1338",186,71,93,120,130,160,180,230,580,585
"GET key1339",205,84,110,130,140,170,210,280,500,620
"GET key134",201,80,110,120,140,160,190,200,220,631
"GET key1340",192,76,100,120,130,160,190,220,220,768
"GET key1341",185,84,110,130,140,170,220,390,670,684
"GET key1342",173,75,110,120,140,170,180,510,570,639
"GET key1343",196,83,120,140,140,160,180,210,230,369
"GET key1344",202,87,110,130,140,160,180,240,490,545
"GET key1345",197,90,120,130,140,160,190,230,560,604
"GET key1346",181,77,110,120,130,170,210,550,620,650
"GET key1347",196,90,120,140,140,160,190,230,490,538
"GET key1348",178,84,110,120,140,150,180,200,560,626
"GET key1349",182,77,100,120,130,150,190,470,650,769
"GET key135",189,81,110,130,140,160,180,190,540,663
"GET key1350",193,80,110,120,140,160,190,240,480,527
"GET key1351",183,86,110,120,140,160,180,340,610,634
"GET key1352",196,90,130,140,140,160,180,200,620,653
"GET key1353",218,85,120,130,140,160,170,240,380,764
"GET key1354",188,93,110,120,130,150,190,230,290,599
"GET key1355",189,94,120,140,150,170,200,450,500,532
"GET key1356",197,72,100,120,130,150,160,210,220,239
"GET key1357",218,89,110,130,130,160,170,210,540,641
"GET key1358",192,83,110,130,140,160,190,580,630,662
"GET key1359",191,88,120,130,140,160,180,290,610,719
"GET key136",200,90,120,130,140,170,200,250,620,659
"GET key1360",188,80,110,120,130,150,180,240,240,560
"GET key1361",187,88,120,130,140,160,190,290,510,629
"GET key1362",209,88,120,130,140,170,190,230,310,519
"GET key1363",192,79,110,130,140,160,210,410,590,633
"GET key1364",199,89,110,130,140,160,180,250,550,585
"GET key1365",181,87,130,140,140,170,200,540,580,606
"GET key1366",194,86,110,130,140,160,210,240,660,673
"GET key1367",205,86,120,120,140,160,200,240,390,573
"GET key1368",182,78,100,120,130,160,180,530,670,718
"GET key1369",197,91,110,130,140,160,190,220,450,490
"GET key137",194,69,100,120,120,150,180,200,210,630
"GET key1370",194,87,120,130,140,160,190,500,550,654
"GET key1371",184,79,110,130,140,160,200,220,410,460
"GET key1372",184,83,110,130,140,150,170,220,240,447
"GET key1373",197,87,110,120,130,160,220,530,610,633
"GET key1374",194,72,110,120,130,160,200,490,530,667
"GET key1375",211,82,110,120,130,150,180,240,610,662
"GET key1376",184,84,110,130,150,180,220,600,640,655
"GET key1377",189,78,110,120,140,160,190,290,560,622
"GET key1378",165,95,120,130,140,160,220,520,680,725
"GET key1379",205,79,110,130,140,170,190,220,440,578
"GET key138",210,80,100,120,130,150,180,240,450,625
"GET key1380",163,80,100,120,130,160,180,220,230,648
"GET key1381",190,81,110,130,140,160,200,280,500,630
"GET key1382",201,82,110,120,140,170,200,220,260,703
"GET key1383",183,85,110,130,140,160,170,220,530,596
"GET key1384",197,82,110,130,140,170,200,550,600,745
"GET key1385",189,70,110,120,140,160,180,460,560,572
"GET key1386",195,84,110,130,140,160,180,200,220,217
"GET key1387",170,83,110,120,130,160,180,260,440,477
"GET key1388",208,78,97,120,130,170,190,240,600,611
"GET key1389",184,78,100,130,130,160,170,200,640,688
"GET key139",198,83,120,130,140,170,200,530,590,724
"GET key1390",171,81,110,130,140,150,170,200,220,531
"GET key1391",175,83,110,130,140,160,200,510,620,653
"GET key1392",186,77,100,120,130,160,200,210,490,613
"GET key1393",191,84,120,130,140,170,200,640,690,698
"GET key1394",194,84,120,140,150,180,220,500,570,597
"GET key1395",207,82,110,130,140,150,180,200,220,464
"GET key1396",210,89,120,140,150,180,200,300,580,677
"GET key1397",185,87,110,130,140,160,180,230,650,676
"GET key1398",183,76,100,120,130,160,190,220,530,572
"GET key1399",213,77,110,130,140,160,200,230,420,592
"GET key14",184,82,110,130,140,180,210,230,240,556
"GET key140",185,81,110,120,130,160,200,500,600,645
"GET key1400",209,88,120,130,140,160,190,240,510,737
"GET key1401",188,83,110,130,130,160,180,230,560,585
"GET key1402",194,83,110,130,140,150,170,260,650,697
"GET key1403",215,93,110,130,140,160,180,220,240,677
"GET key1404",182,90,120,140,150,180,210,290,530,599
"GET key1405",220,77,110,130,140,160,190,440,490,647
"GET key1406",189,73,110,120,130,150,170,220,570,649
"GET key1407",187,71,110,130,140,170,220,610,640,652
"GET key1408",193,86,110,130,140,160,200,520,580,591
"GET key1409",199,82,120,130,140,160,200,240,600,748
"GET key141",200,81,110,120,130,170,190,230,240,304
"GET key1410",179,81,110,120,130,170,200,230,520,530
"GET key1411",215,79,100,130,130,160,180,240,340,648
"GET key1412",173,87,120,130,140,170,210,250,570,627
"GET key1413",182,82,110,130,130,150,160,200,530,572
"GET key1414",184,69,100,130,130,160,190,230,300,521
"GET key1415",202,79,110,120,130,150,190,220,230,611
"GET key1416",180,82,110,130,140,160,200,210,220,244
"GET key1417",187,85,120,140,140,180,200,500,580,636
"GET key1418",203,94,120,140,140,170,200,510,570,652
"GET key1419",202,76,110,130,140,160,210,380,600,631
"GET key142",189,89,120,130,140,160,200,240,470,734
"GET key1420",185,88,120,140,150,170,200,300,340,662
"GET key1421",186,88,120,130,140,150,170,210,290,683
"GET key1422",207,85,120,130,140,180,210,320,560,614
"GET key1423",176,81,100,120,130,160,180,560,680,712
"GET key1424",197,77,100,120,130,160,190,560,630,689
"GET key1425",207,73,96,120,130,150,180,220,620,645
"GET key1426",183,79,110,130,140,150,180,200,270,633
"GET key1427",185,86,110,120,140,160,190,240,540,693
"GET key1428",173,83,110,120,130,160,170,200,490,623
"GET key1429",194,72,100,130,140,160,190,520,580,622
"GET key143",171,80,110,130,130,160,180,200,510,574
"GET key1430",208,79,100,120,140,160,190,230,290,639
"GET key1431",202,80,110,120,130,170,220,540,610,689
"GET key1432",200,84,110,130,140,160,180,200,230,586
