"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"write","key61740",4,0,39,45,31,63,1,0.01
"write","key61742",3,0,72,661,44,1867,1,0.01
"write","key61743",10,0,62,65,43,104,1,0.02
"write","key61744",3,0,55,53,34,70,1,0.01
"write","key61745",24,0,48,59,15,232,1,0.05
"write","key61746",3,0,42,41,39,44,1,0.01
"write","key61747",7,0,52,57,13,139,1,0.02
"write","key61748",4,0,65,68,61,79,1,0.01
"write","key61749",1,0,35,35,35,35,1,0.00
"write","key6175",4,0,70,558,47,2036,1,0.01
"write","key61750",2,0,41,51,41,61,1,0.00
"write","key61751",9,0,43,47,18,68,1,0.02
"write","key61752",15,0,47,50,9,118,1,0.03
"write","key61753",0,0,0,0,0,0,0,0.00
"write","key61754",11,0,63,60,30,109,1,0.02
"write","key61755",3,0,60,58,47,69,1,0.01
"write","key61756",14,0,44,54,34,79,1,0.03
"write","key61757",3,0,58,128,25,303,1,0.01
"write","key61758",13,0,49,218,19,2099,1,0.03
"write","key61759",10,0,44,42,21,62,1,0.02
"write","key6176",9,0,69,89,43,308,1,0.02
"write","key61760",4,0,62,67,59,79,1,0.01
"write","key61761",10,0,58,64,47,105,1,0.02
"write","key61762",4,0,76,686,50,2532,1,0.01
"write","key61763",18,0,50,184,23,2154,1,0.04
"write","key61764",1,0,55,55,55,55,1,0.00
"write","key61765",2,0,19,28,19,37,1,0.00
"write","key61766",9,0,52,270,25,2038,1,0.02
"write","key61768",13,0,68,69,37,118,1,0.03
"write","key61769",5,0,64,93,47,239,1,0.01
"write","key6177",1,0,68,68,68,68,1,0.00
"write","key61770",12,0,56,220,20,2048,1,0.03
"write","key61771",3,0,34,42,21,73,1,0.01
"write","key61772",1,0,32,32,32,32,1,0.00
"write","key61773",4,0,34,49,29,70,1,0.01
"write","key61774",5,0,46,45,30,70,1,0.01
"write","key61775",11,0,58,185,38,1478,1,0.02
"write","key61776",3,0,47,56,18,103,1,0.01
"write","key61777",4,0,38,50,37,83,1,0.01
"write","key61778",3,0,43,52,19,96,1,0.01
"write","key61779",4,0,45,54,36,72,1,0.01
"write","key6178",14,0,59,91,32,336,1,0.03
"write","key61780",2,0,58,58,58,59,1,0.00
"write","key61781",4,0,53,390,52,1392,1,0.01
"write","key61782",6,0,65,63,14,110,1,0.01
"write","key61783",3,0,36,38,25,53,1,0.01
"write","key61784",4,0,23,34,17,72,1,0.01
"write","key61785",3,0,110,92,42,124,1,0.01
"write","key61786",7,0,41,48,12,91,1,0.02
"write","key61787",7,0,62,64,22,110,1,0.02
"write","key61789",10,0,62,80,36,256,1,0.02
"write","key6179",5,0,80,109,34,271,1,0.01
"write","key61790",7,0,35,40,0,83,1,0.02
"write","key61791",1,0,26,26,26,26,1,0.00
"write","key61792",14,0,34,70,14,252,1,0.03
"write","key61793",8,0,54,214,24,1136,1,0.02
"write","key61794",4,0,45,46,25,68,1,0.01
"write","key61795",12,0,61,76,34,241,1,0.03
"write","key61796",2,0,35,38,35,42,1,0.00
"write","key61797",13,0,63,56,3,104,1,0.03
"write","key61798",1,0,39,39,39,39,1,0.00
"write","key61799",5,0,50,52,45,63,1,0.01
"write","key618",7,0,37,47,21,94,1,0.02
"write","key6180",4,0,66,72,46,104,1,0.01
"write","key61800",5,0,61,72,39,142,1,0.01
"write","key61801",7,0,43,43,26,66,1,0.02
"write","key61803",2,0,44,45,44,47,1,0.00
"write","key61804",13,0,49,383,0,2330,1,0.03
"write","key61805",7,0,47,49,31,103,1,0.02
"write","key61806",7,0,35,130,21,666,1,0.02
"write","key61807",3,0,54,44,19,59,1,0.01
"write","key61808",13,0,61,67,20,222,1,0.03
"write","key61809",10,0,54,76,16,255,1,0.02
"write","key6181",7,0,61,321,13,1926,1,0.02
"write","key61810",2,0,40,52,40,65,1,0.00
"write","key61811",3,0,62,65,52,82,1,0.01
"write","key61812",8,0,34,44,29,99,1,0.02
"write","key61813",5,0,67,392,42,1534,1,0.01
"write","key61814",6,0,44,70,19,159,1,0.01
"write","key61815",23,0,66,116,45,1204,1,0.05
"write","key61816",12,0,48,59,14,234,1,0.03
"write","key61817",11,0,44,45,13,104,1,0.02
"write","key61818",12,0,41,57,19,246,1,0.03
"write","key61819",1,0,45,45,45,45,1,0.00
"write","key6182",0,0,0,0,0,0,0,0.00
"write","key61820",4,0,62,62,45,79,1,0.01
"write","key61821",15,0,59,195,0,2207,1,0.03
"write","key61822",8,0,64,65,37,81,1,0.02
"write","key61823",13,0,58,71,0,262,1,0.03
"write","key61824",9,0,39,61,14,253,1,0.02
"write","key61825",5,0,45,45,14,74,1,0.01
"write","key61826",9,0,44,112,24,652,1,0.02
"write","key61827",3,0,84,107,4,233,1,0.01
"write","key61828",6,0,59,50,0,73,1,0.01
"write","key61829",4,0,47,49,44,60,1,0.01
"write","key6183",6,0,69,99,38,227,1,0.01
"write","key61831",2,0,46,48,46,51,1,0.00
"write","key61832",12,0,66,84,42,306,1,0.03
"write","key61833",5,0,50,51,22,85,1,0.01
"write","key61834",1,0,42,42,42,42,1,0.00
"write","key61835",2,0,27,32,27,38,1,0.00
"write","key61836",4,0,46,75,43,118,1,0.01
"write","key61837",9,0,66,59,0,99,1,0.02
"write","key61838",4,0,26,27,9,45,1,0.01
"write","key61839",11,0,62,96,4,244,1,0.02
"write","key6184",4,0,64,58,28,77,1,0.01
"write","key61840",5,0,59,81,16,221,1,0.01
"write","key61841",11,0,59,64,23,97,1,0.02
"write","key61842",2,0,45,48,45,52,1,0.00
"write","key61843",3,0,63,57,39,70,1,0.01
"write","key61844",3,0,47,37,14,52,1,0.01
"write","key61845",3,0,96,98,35,163,1,0.01
"write","key61846",3,0,80,69,49,80,1,0.01
"write","key61847",6,0,65,71,56,104,1,0.01
"write","key61848",1,0,94,94,94,94,1,0.00
"write","key61849",2,0,76,85,76,94,1,0.00
"write","key6185",3,0,69,74,56,97,1,0.01
"write","key61851",7,0,64,65,36,118,1,0.02
"write","key61853",4,0,37,43,37,50,1,0.01
"write","key61854",8,0,49,54,19,102,1,0.02
"write","key61855",6,0,40,48,10,92,1,0.01
"write","key61856",2,0,63,64,63,65,1,0.00
"write","key61858",2,0,21,29,21,38,1,0.00
"write","key61859",1,0,72,72,72,72,1,0.00
"write","key6186",4,0,67,75,63,105,1,0.01
"write","key61860",8,0,39,331,17,2394,1,0.02
"write","key61861",5,0,64,66,46,98,1,0.01
"write","key61862",4,0,33,54,24,102,1,0.01
"write","key61863",1,0,60,60,60,60,1,0.00
"write","key61865",11,0,56,257,38,2077,1,0.02
"write","key61866",11,0,56,66,32,142,1,0.02
"write","key61867",2,0,62,66,62,70,1,0.00
"write","key61868",7,0,68,292,51,1293,1,0.02
"write","key61869",8,0,78,81,63,122,1,0.02
"write","key6187",3,0,34,43,28,69,1,0.01
"write","key61870",2,0,40,45,40,50,1,0.00
"write","key61871",1,0,76,76,76,76,1,0.00
"write","key61872",6,0,41,37,12,48,1,0.01
"write","key61873",10,0,55,79,15,280,1,0.02
"write","key61874",7,0,36,63,21,232,1,0.02
"write","key61875",6,0,39,43,26,59,1,0.01
"write","key61876",13,0,58,72,9,285,1,0.03
"write","key61877",3,0,56,54,52,56,1,0.01
"write","key61878",1,0,12,12,12,12,1,0.00
"write","key61879",13,0,55,233,26,2125,1,0.03
"write","key6188",2,0,67,67,67,68,1,0.00
"write","key61880",1,0,42,42,42,42,1,0.00
"write","key61881",16,0,53,63,0,317,1,0.03
"write","key61882",7,0,63,63,33,103,1,0.02
"write","key61883",12,0,49,60,16,129,1,0.03
"write","key61884",2,0,20,26,20,32,1,0.00
"write","key61885",2,0,47,55,47,63,1,0.00
"write","key61886",7,0,66,324,41,1899,1,0.02
"write","key61888",3,0,63,63,41,86,1,0.01
"write","key61889",5,0,82,78,48,111,1,0.01
"write","key6189",2,0,40,179,40,318,1,0.00
"write","key61890",0,0,0,0,0,0,0,0.00
"write","key61891",1,0,43,43,43,43,1,0.00
